"ABBOTINDIA","5.0"
"KEC","3.1"
"MONTECARLO","3.1"
"GREENPLY","3.1"
"CONCOR","3.0"
"RECLTD","3.0"
"ARE&M","3.0"
"GSPL","3.0"
"SMCGLOBAL","3.0"
"KNRCON","3.0"
"ATFL","3.0"
"JAMNAAUTO","3.0"
"RBL","3.0"
"CESC","3.0"
"NAM-INDIA","3.0"
"SUDARSCHEM","3.0"
"SHYAMMETL","3.0"
"RAINBOW","3.0"
"SOMANYCERA","3.0"
"RAMCOIND","3.0"
"SENCO","3.0"
"NOCIL","3.0"
"MTARTECH","3.0"
"JAYSREETEA","3.0"
"KSB","3.0"
"COSMOFIRST","3.0"
"JYOTHYLAB","3.0"
"INSECTICID","3.0"
"DHARMAJ","3.0"
"STARCEMENT","3.0"
"ELIN","3.0"
"STOVEKRAFT","3.0"
"TEGA","3.0"
"BANARBEADS","3.0"
"KEI","3.0"
"SULA","3.0"
"MASTEK","3.0"
"ASTEC","3.0"
"GUJALKALI","3.0"
"SONATSOFTW","3.0"
"DODLA","3.0"
"MOL","3.0"
"CGPOWER","3.0"
"HONDAPOWER","3.0"
"PLASTIBLEN","3.0"
"RSWM","3.0"
"INDIAGLYCO","3.0"
"BALAMINES","3.0"
"SATIA","3.0"
"ACCELYA","3.0"
"NATHBIOGEN","3.0"
"ARVINDFASN","3.0"
"LEMONTREE","3.0"
"PTL","3.0"
"TNPL","3.0"
"RAMAPHO","3.0"
"SESHAPAPER","3.0"
"NITINSPIN","3.0"
"INFOBEAN","3.0"
"PRAJIND","3.0"
"MAITHANALL","3.0"
"KPITTECH","3.0"
"STAR","3.0"
"NELCO","3.0"
"KTKBANK","3.0"
"RAJRATAN","3.0"
"TBZ","3.0"
"RUCHIRA","3.0"
"TIINDIA","3.0"
"SANDESH","3.0"
"DALMIASUG","3.0"
"WSTCSTPAPR","3.0"
"GUFICBIO","3.0"
"FIEMIND","3.0"
"VALIANTORG","3.0"
"BAJAJHCARE","3.0"
"ZOTA","3.0"
"PRICOLLTD","3.0"
"GLAND","3.0"
"SBCL","3.0"
"NETWEB","3.0"
"APEX","3.0"
"SUPREMEIND","3.0"
"KAKATCEM","3.0"
"UNIENTER","3.0"
"THEJO","3.0"
"PODDARMENT","3.0"
"MENONBE","3.0"
"DIAMONDYD","3.0"
"NAVNETEDUL","3.0"
"FOSECOIND","3.0"
"ADORWELD","3.0"
"HINDCOMPOS","3.0"
"NACLIND","3.0"
"RSYSTEMS","3.0"
"VIJAYA","3.0"
"WHEELS","3.0"
"MALLCOM","3.0"
"GANDHITUBE","3.0"
"RATNAVEER","3.0"
"ALBERTDAVD","3.0"
"HPAL","3.0"
"PAR","3.0"
"MAHEPC","3.0"
"EMAMIPAP","3.0"
"JSWHL","3.0"
"TCPLPACK","3.0"
"AARTISURF","3.0"
"GULFOILLUB","2.9"
"VPRPL","2.9"
"SOLARINDS","2.9"
"RAIN","2.9"
"OIL","2.9"
"AARTIPHARM","2.9"
"GANESHBE","2.9"
"ALEMBICLTD","2.9"
"GPPL","2.9"
"EXCELINDUS","2.9"
"FINPIPE","2.9"
"HARIOMPIPE","2.9"
"AVTNPL","2.9"
"WINDLAS","2.9"
"PATANJALI","2.9"
"GRAPHITE","2.9"
"PANAMAPET","2.9"
"VARDHACRLC","2.9"
"UNICHEMLAB","2.9"
"BODALCHEM","2.9"
"KITEX","2.9"
"RAJESHEXPO","2.9"
"EXXARO","2.9"
"UGROCAP","2.9"
"INDIANB","2.9"
"FAZE3Q","2.9"
"EPIGRAL","2.9"
"CAMLINFINE","2.9"
"POLICYBZR","2.9"
"AMBER","2.9"
"SAREGAMA","2.9"
"SADHNANIQ","2.9"
"REPL","2.9"
"UJJIVANSFB","2.9"
"SAGCEM","2.9"
"DEEPAKFERT","2.9"
"PRUDENT","2.9"
"DOLLAR","2.9"
"JAYAGROGN","2.9"
"RATEGAIN","2.9"
"KAYA","2.9"
"NSIL","2.9"
"BECTORFOOD","2.9"
"VSSL","2.9"
"NAHARSPING","2.9"
"BHARATGEAR","2.9"
"ELGIEQUIP","2.9"
"HATHWAY","2.9"
"HEUBACHIND","2.9"
"TIRUMALCHM","2.9"
"RPSGVENT","2.9"
"SUBROS","2.9"
"ZENSARTECH","2.9"
"GPIL","2.9"
"ZODIACLOTH","2.9"
"GULPOLY","2.9"
"TRIDENT","2.9"
"FAIRCHEMOR","2.9"
"TRIVENI","2.9"
"RAYMOND","2.9"
"SHREEPUSHK","2.9"
"RANASUG","2.9"
"AWL","2.9"
"MUTHOOTCAP","2.9"
"IOLCP","2.9"
"5PAISA","2.9"
"CLSEL","2.9"
"APCL","2.9"
"SUPERHOUSE","2.9"
"PIXTRANS","2.9"
"NAHARPOLY","2.9"
"ACLGATI","2.9"
"ORIENTHOT","2.9"
"IONEXCHANG","2.9"
"SHALBY","2.9"
"JUBLPHARMA","2.9"
"MAWANASUG","2.9"
"SPANDANA","2.9"
"WORTH","2.9"
"SHANTIGEAR","2.9"
"PONNIERODE","2.9"
"BANSWRAS","2.9"
"RENUKA","2.9"
"GAEL","2.9"
"AVADHSUGAR","2.9"
"HINDCOPPER","2.9"
"ADANIENT","2.9"
"GABRIEL","2.9"
"MAHSEAMLES","2.9"
"WONDERLA","2.9"
"BRIGADE","2.9"
"NUVAMA","2.9"
"ACL","2.9"
"VESUVIUS","2.9"
"KIRLOSIND","2.9"
"ROTO","2.9"
"IRMENERGY","2.9"
"VINDHYATEL","2.9"
"ASTERDM","2.9"
"ALICON","2.9"
"LINDEINDIA","2.9"
"JYOTICNC","2.9"
"RKFORGE","2.9"
"POWERMECH","2.9"
"SIGMA","2.9"
"ASAHISONG","2.9"
"BBTC","2.9"
"IRISDOREME","2.9"
"EIHAHOTELS","2.9"
"UCAL","2.9"
"JSL","2.9"
"SHARDAMOTR","2.9"
"DMCC","2.9"
"MUNJALAU","2.9"
"INDOBORAX","2.9"
"SHALPAINTS","2.9"
"GUJAPOLLO","2.9"
"BHEL","2.8"
"PNCINFRA","2.8"
"HGINFRA","2.8"
"MUNJALSHOW","2.8"
"SHIVALIK","2.8"
"MANGALAM","2.8"
"SYRMA","2.8"
"BORORENEW","2.8"
"PARAS","2.8"
"STLTECH","2.8"
"SOTL","2.8"
"INDNIPPON","2.8"
"EMMBI","2.8"
"FINCABLES","2.8"
"JMFINANCIL","2.8"
"NRAIL","2.8"
"IDBI","2.8"
"WENDT","2.8"
"ALLCARGO","2.8"
"TCNSBRANDS","2.8"
"BANKINDIA","2.8"
"INTELLECT","2.8"
"LIKHITHA","2.8"
"SPECIALITY","2.8"
"MANGCHEFER","2.8"
"INDIANCARD","2.8"
"MANALIPETC","2.8"
"AHLUCONT","2.8"
"PCBL","2.8"
"GICHSGFIN","2.8"
"PNBHOUSING","2.8"
"ORIENTCEM","2.8"
"VARROC","2.8"
"SASKEN","2.8"
"FILATEX","2.8"
"SURYODAY","2.8"
"PGEL","2.8"
"ZIMLAB","2.8"
"LTFOODS","2.8"
"EASEMYTRIP","2.8"
"IGARASHI","2.8"
"PUNJABCHEM","2.8"
"JTEKTINDIA","2.8"
"GOKULAGRO","2.8"
"NAHARCAP","2.8"
"TRACXN","2.8"
"ANANTRAJ","2.8"
"USHAMART","2.8"
"DEN","2.8"
"GTPL","2.8"
"CARTRADE","2.8"
"DEEPINDS","2.8"
"SNOWMAN","2.8"
"PITTIENG","2.8"
"ARMANFIN","2.8"
"WELSPUNLIV","2.8"
"RIIL","2.8"
"AWHCL","2.8"
"INDORAMA","2.8"
"SPIC","2.8"
"DCW","2.8"
"UGARSUGAR","2.8"
"NELCAST","2.8"
"ASIANTILES","2.8"
"MANAKSIA","2.8"
"STERTOOLS","2.8"
"SATIN","2.8"
"APARINDS","2.8"
"HIMATSEIDE","2.8"
"UTTAMSUGAR","2.8"
"DELTACORP","2.8"
"MAZDA","2.8"
"VISHNU","2.8"
"EMSLIMITED","2.8"
"BHAGCHEM","2.8"
"MANGLMCEM","2.8"
"BLAL","2.7"
"NSLNISP","2.7"
"NHPC","2.7"
"TAJGVK","2.7"
"GSLSU","2.7"
"VAIBHAVGBL","2.7"
"JTLIND","2.7"
"JCHAC","2.7"
"NAZARA","2.7"
"CENTURYTEX","2.7"
"GEOJITFSL","2.7"
"BHAGERIA","2.7"
"KCP","2.7"
"HEG","2.7"
"UNIONBANK","2.7"
"ASTRAMICRO","2.7"
"YESBANK","2.7"
"HERITGFOOD","2.7"
"TRITURBINE","2.7"
"ASHOKA","2.7"
"SOUTHBANK","2.7"
"GRAVITA","2.7"
"KHAICHEM","2.7"
"MAHABANK","2.7"
"ORIENTPPR","2.7"
"VETO","2.7"
"RCF","2.7"
"APTECHT","2.7"
"GOLDIAM","2.7"
"PNBGILTS","2.7"
"CONFIPET","2.7"
"KABRAEXTRU","2.7"
"SUTLEJTEX","2.7"
"ADFFOODS","2.7"
"JAYBARMARU","2.7"
"LINC","2.7"
"HTMEDIA","2.7"
"KOLTEPATIL","2.7"
"HINDWAREAP","2.7"
"DLINKINDIA","2.7"
"RGL","2.7"
"REPCOHOME","2.7"
"NAHARINDUS","2.7"
"BLS","2.7"
"GRMOVER","2.7"
"SATINDLTD","2.7"
"MUKANDLTD","2.7"
"NAVA","2.7"
"MOREPENLAB","2.7"
"FCL","2.7"
"KELLTONTEC","2.7"
"UNIDT","2.7"
"TANLA","2.7"
"RUSHIL","2.7"
"CREATIVE","2.7"
"NIITLTD","2.7"
"SPLIL","2.7"
"SASTASUNDR","2.7"
"SRHHYPOLTD","2.7"
"DONEAR","2.7"
"IDEA","2.7"
"ATL","2.7"
"KIRIINDUS","2.7"
"RESPONIND","2.7"
"HINDOILEXP","2.7"
"KAYNES","2.7"
"ISGEC","2.6"
"RITES","2.6"
"MEDICAMEQ","2.6"
"IPL","2.6"
"TEJASNET","2.6"
"BALMLAWRIE","2.6"
"HEMIPROP","2.6"
"ESTER","2.6"
"MIDHANI","2.6"
"DATAPATTNS","2.6"
"WABAG","2.6"
"PTC","2.6"
"BDL","2.6"
"GOACARBON","2.6"
"DVL","2.6"
"ARIES","2.6"
"ARVSMART","2.6"
"TDPOWERSYS","2.6"
"ENIL","2.6"
"SHRIRAMPPS","2.6"
"GSFC","2.6"
"DBL","2.6"
"MARATHON","2.6"
"JSWENERGY","2.6"
"OAL","2.6"
"ZUARI","2.6"
"TVSELECT","2.6"
"TRIGYN","2.6"
"NFL","2.6"
"HITECH","2.6"
"CAPACITE","2.6"
"J&KBANK","2.6"
"GOCLCORP","2.6"
"INDTERRAIN","2.6"
"SEQUENT","2.6"
"EDELWEISS","2.6"
"PRECWIRE","2.6"
"TTML","2.6"
"OLECTRA","2.6"
"DHUNINV","2.6"
"IBULHSGFIN","2.6"
"SUNFLAG","2.6"
"AGI","2.6"
"KOPRAN","2.6"
"DATAMATICS","2.6"
"MADRASFERT","2.6"
"OPTIEMUS","2.6"
"SHREYAS","2.6"
"3IINFOLTD","2.6"
"JKIL","2.6"
"DCMNVL","2.6"
"SANDHAR","2.5"
"MOIL","2.5"
"IIFL","2.5"
"SUPRIYA","2.5"
"FIBERWEB","2.5"
"NCC","2.5"
"LUMAXTECH","2.5"
"ITDC","2.5"
"ENGINERSIN","2.5"
"HFCL","2.5"
"SCI","2.5"
"SOLARA","2.5"
"KMSUGAR","2.5"
"IRB","2.5"
"GICRE","2.5"
"SELAN","2.5"
"CENTRALBK","2.5"
"AJMERA","2.5"
"UCOBANK","2.5"
"INTLCONV","2.5"
"BIGBLOC","2.5"
"ISMTLTD","2.5"
"DCAL","2.5"
"SARLAPOLY","2.5"
"GENUSPAPER","2.5"
"INFIBEAM","2.5"
"ONMOBILE","2.5"
"ADSL","2.5"
"EKC","2.5"
"RADHIKAJWE","2.5"
"LIBAS","2.5"
"PENIND","2.5"
"SUBEXLTD","2.5"
"BIRLACABLE","2.5"
"INDOAMIN","2.5"
"OSWALGREEN","2.5"
"SPENCERS","2.5"
"JAICORPLTD","2.5"
"AEGISLOG","2.5"
"PDMJEPAPER","2.4"
"BEML","2.4"
"RAMASTEEL","2.4"
"MRPL","2.4"
"NLCINDIA","2.4"
"NBCC","2.4"
"IRFC","2.4"
"SANGHVIMOV","2.4"
"RICOAUTO","2.4"
"PSB","2.4"
"NIACL","2.4"
"CHENNPETRO","2.4"
"VAKRANGEE","2.4"
"TITAGARH","2.4"
"TEXINFRA","2.4"
"PROZONER","2.4"
"SAKHTISUG","2.4"
"ROSSELLIND","2.4"
"NDTV","2.4"
"PFOCUS","2.4"
"RTNINDIA","2.4"
"MOLDTECH","2.4"
"MMTC","2.4"
"HPL","2.4"
"DENORA","2.4"
"COCHINSHIP","2.3"
"INDBANK","2.3"
"MTNL","2.3"
"ZEEMEDIA","2.3"
"RELINFRA","2.3"
"HUDCO","2.2"
"IFCI","2.2"
"SKIPPER","2.2"
"KIOCL","2.2"
"DBREALTY","2.2"
"DCXINDIA","2.2"
"MEDANTA","2.0"
"EIHOTEL","2.0"
"VISAKAIND","2.0"
"TIPSINDLTD","2.0"
"SIGACHI","2.0"
"GIPCL","2.0"
"ITDCEM","2.0"
"LODHA","2.0"
"JINDWORLD","2.0"
"SHILPAMED","2.0"
"VOLTAMP","2.0"
"BLKASHYAP","2.0"
"ZOMATO","2.0"
"JKTYRE","2.0"
"XCHANGING","2.0"
"ZUARIIND","2.0"
"POCL","2.0"
"ELECON","2.0"
"PAYTM","2.0"
"SALZERELEC","2.0"
"ICIL","2.0"
"BALAJITELE","2.0"
"NECLIFE","2.0"
"BCLIND","2.0"
"HARDWYN","2.0"
"TFCILTD","2.0"
"GEPIL","2.0"
"HCC","2.0"
"OMAXE","2.0"
"ADANIGREEN","2.0"
"KSL","2.0"
"SANDUMA","2.0"
"ANGELONE","2.0"
"BAJAJHIND","2.0"
"BANCOINDIA","2.0"
"BOMDYEING","2.0"
"JINDALSAW","2.0"
"MANINFRA","2.0"
"MARKSANS","2.0"
"NRBBEARING","2.0"
"PCJEWELLER","2.0"
"PPL","2.0"
"PRESTIGE","2.0"
"THANGAMAYL","2.0"
"WELCORP","2.0"
"ZEEL","1.8"
"ALLSEC","1.6"
"IIFLSEC","1.6"
"ICEMAKE","1.6"
"ADANIPOWER","1.6"
"VEDL","1.0"
"HINDZINC","1.0"
"TATAMTRDVR","1.0"
"TORNTPOWER","1.0"
"EMUDHRA","1.0"
"SMSPHARMA","1.0"
"MOTILALOFS","1.0"
"BBL","1.0"
"TIMETECHNO","1.0"
"ORCHPHARMA","1.0"
"BASML","1.0"
"KIRLOSENG","1.0"
"SJVN","1.0"
"SOBHA","1.0"
"MSTCLTD","1.0"
"RAILTEL","1.0"
"SWANENERGY","1.0"
"IOB","1.0"
"JISLJALEQS","1.0"
"CENTRUM","1.0"
"MONARCH","1.0"
"GRSE","1.0"
"RVNL","1.0"
"MAZDOCK","1.0"
"IRCON","1.0"
"GENESYS","1.0"
"ITI","1.0"
"IBREALEST","1.0"
"NAVKARCORP","1.0"
"GMDCLTD","1.0"
"DISHTV","1.0"
"RKEC","1.0"
"ATGL","1.0"
"FACT","1.0"
"COFFEEDAY","1.0"
"ADANIENSOL","1.0"
"SALASAR","1.0"
"BSE","1.0"
"HBLPOWER","1.0"
"KALYANKJIL","1.0"
"QUICKHEAL","1.0"
"TEXRAIL","1.0"
"HINDMOTORS","1.0"
"DHANI","1.0"
